title,publishedAt,sentiment
"Gautam Adani, indicted in US, is a controversial first-generation Indian tycoon",2024-11-21,Negative
"Optimism, Concern Follow Trump’s Decision to Tap Former WWE Exec as Education Secretary",2024-11-21,Negative
Elon Musk says he's had little to do with Trump's cabinet picks — he just likes 'spending time' with the man,2024-11-21,Neutral
"""Jeff Bezos Was Telling Everyone..."": Elon Musk's Claim About Amazon CEO",2024-11-21,Neutral
Hyundai debuts Ioniq 9 with swiveling seats to make your 3-row SUV a lounge,2024-11-21,Neutral
"NEWSMAKER-Gautam Adani, indicted in US, is a controversial first-generation Indian tycoon",2024-11-21,Negative
"Data From Pokemon Go To Build ChatGPT-esque ""Spatial Intelligence""",2024-11-21,Neutral
Decade-old local privilege escalation bugs impacts Ubuntu needrestart package,2024-11-21,Neutral
Arrest warrants issued in US for Gautam Adani & others over bribery charges,2024-11-21,Neutral
"Gautam Adani faces US arrest warrant, criminal penalties over bribery charges",2024-11-21,Negative
Elon Musk To Pete Hegseth: Trump Picks Who Face Sexual Harassment Charges,2024-11-21,Neutral
How Loyalty Trumps Qualification in Trump Universe,2024-11-21,Neutral
Ark’s Cathie Wood lets retail investors bet on Elon Musk’s private startups and potentially  profit from his proximity to Trump,2024-11-21,Neutral
"Stock Market News: Dow, S&P 500 Falling After Nvidia Earnings; Super Micro, Tesla, MicroStrategy, More Movers; Treasury Yields Fall",2024-11-21,Neutral
"Who is Stephen Miller, architect of Donald Trump's mass deportation plans?",2024-11-21,Neutral
"""A repeat of the autonomous car hype-cycle of a decade ago is on the cards""",2024-11-21,Neutral
Is Google Chrome's divorce the DOJ's antitrust warm-up act?,2024-11-21,Neutral
"Threat actor sells data of over 750,000 patients from a French hospital",2024-11-21,Neutral
Elon Musk joins Google CEO Sundar Pichai’s congratulatory call to Donald Trump: What’s next?,2024-11-21,Neutral
Elon Musk criticises Jaguar’s inclusive new advert amid backlash from the ‘anti-woke’ brigade,2024-11-21,Negative
"Jaguar unveils ""unique and fearless"" rebrand for ""complete reset""",2024-11-21,Neutral
"Comer to create DOGE subcommittee chaired by Marjorie Taylor Greene to work with Elon Musk, Vivek Ramaswamy",2024-11-21,Neutral
Jaguar's stalled rebrand,2024-11-21,Negative
Elon Musk just reignited his feud with Jeff Bezos,2024-11-21,Neutral
Breakout: Donald Trump’s victory has boosted shares in private-prison companies,2024-11-21,Positive
Trump's 200 Percent Tariff On Mexican Imports Would Hit America Too,2024-11-21,Negative
Rivian CEO says plenty room for Scout and Rivian to coexist after partnership,2024-11-21,Neutral
"Musk, Ramaswamy Will Lean on Supreme Court Rulings to Cut US Agencies",2024-11-21,Neutral
US DoJ charges five alleged members of the Scattered Spider cybercrime gang,2024-11-21,Negative
"Self-driving vehicles rules set to loosen under Trump, report says",2024-11-21,Neutral
Hybrid Batteries Market to Reach USD 54.25 Billion by 2032 Amid Rising EV Adoption and Sustainability Focus | Research by SNS Insider,2024-11-21,Neutral
FDA clears XENOVIEW® 3T Chest Coil in GE HealthCare MRI Systems,2024-11-21,Neutral
Gautam Adani: A 26/11 terror attack survivor now faces biggest trial of his life,2024-11-21,Neutral
"Musk and Ramaswamy Outline Plan for Mass Firings, Cuts to Antipoverty Programs",2024-11-21,Neutral
Future of Business: Palo Alto Networks’ Nikesh Arora on Managing Risk in the Age of AI,2024-11-21,Neutral
Elon Musk Shades Jeff Bezos for Supposedly Saying Trump Would Lose Election,2024-11-21,Neutral
Trump's incoming White House chief of staff's lobbying interest come under scrutiny,2024-11-21,Negative
Candela brings its P-12 electric ferry to Tahoe and adds another $14M to build more | TechCrunch,2024-11-21,Neutral
Tesla Cybertruck Owners Discover New Weakness: Magnets,2024-11-21,Negative
"Elon Musk unveils plan to impose mandatory RTO for government workers, counting on a wave of resignations which he calculates will save billions",2024-11-21,Neutral
"Trump could make Biden’s EV mandates obsolete, revamp industry with 1 move",2024-11-21,Negative
‘Chase glitch money most likely’: Dodge Demon customer tries to pay for the $90K car through PayPal. Does it work?,2024-11-21,Neutral
What Mark Cuban's Pivot From X to Bluesky Says About the Platform's Future,2024-11-21,Neutral
LIND is combining the artistry of crafting surfboards with modern electric drivetrains,2024-11-21,Neutral
Kia debuts the 2026 EV9 GT for when your 7 friends need to get there real fast,2024-11-21,Neutral
Brazil Makes Deal With Starlink Competitor Following Elon Musk X Dispute,2024-11-21,Neutral
Kia's New EV9 GT Has Sports Car Technology in a Big SUV Package,2024-11-21,Neutral
"Good luck, Department of Government Efficiency",2024-11-21,Positive
Want to try AI? This new tool is the best place to start,2024-11-21,Positive
Elon Musk's budget crusade could cause a constitutional clash in Trump's second term,2024-11-21,Negative
Kia announces high-performance EV9 GT with virtual shifting and native Tesla charging,2024-11-21,Positive
Photos Show Kim Kardashian Holding Hands With Tesla Robot,2024-11-21,Neutral
Study Finds Tesla Has Higher Rate of Fatal Accidents Than Any Other Car,2024-11-21,Negative
Is the Jaguar pile on kneejerk or fair comment?,2024-11-21,Neutral
Tesla says Nissan EV drivers now have access to its Supercharger network,2024-11-21,Neutral
"Hyundai Goes Big With Ioniq 9, a Fast-Charging, 3-Row Electric SUV",2024-11-21,Neutral
"Technical Perspective: Mirror, Mirror on the Wall, What Is the Best Topology of Them All?",2024-11-21,Neutral
Trump Is Stocking His Administration With the People Behind Project 2025,2024-11-21,Neutral
Lawmakers are concerned about background checks of Trump's Cabinet picks as red flags surface,2024-11-21,Negative
"Gaetz withdraws as Trump's pick for attorney general, averting confirmation battle in the Senate",2024-11-21,Neutral
Matt Gaetz withdraws as Trump's pick for attorney general,2024-11-21,Neutral
Honda is now offering its ultra-low $229/mo Prologue EV lease deal in more US states,2024-11-21,Neutral
America’s new 1%: Free-spending DINKs shelling out for a luxury lifestyle of vacations and take-out,2024-11-21,Neutral
Elon Musk’s budget crusade could cause a constitutional clash in Trump’s second term,2024-11-21,Negative
Best selling auto accessory is a bumper sticker for your Tesla with a very specific message [Awkward],2024-11-21,Positive
US SEC Chief Gary Gensler To Step Down Clearing Way For Trump's Pick,2024-11-21,Neutral
Hedge fund managers are obsessed with these 23 stocks — and they've made a key strategic pivot to capitalize on Trump's win,2024-11-21,Positive
"US utilities want Trump, Republicans to save IRA tax credits, Edison CEO says",2024-11-21,Neutral
Several of Trump’s Cabinet picks — and Trump himself — have been accused of sexual misconduct,2024-11-21,Negative
DOGE Can Succeed by Scaling Back Its Ambitions,2024-11-21,Positive
"Top US securities regulator to exit, clearing way for Trump pick",2024-11-21,Neutral
Bay Area tech companies just saved California from a budget crisis,2024-11-21,Positive
Move to defund Planned Parenthood under Trump administration signaled,2024-11-21,Neutral
Xiaomi SU7: This Chinese SUV has the whole auto world talking about it and it has smashed sales targets; here's why it has become a runaway hit and has Tesla worried,2024-11-21,Negative
The Latest: Matt Gaetz withdraws his name from consideration as Trump’s attorney general,2024-11-21,Neutral
Several of Trump's Cabinet picks — and Trump himself — have been accused of sexual misconduct,2024-11-21,Negative
"Donald Trump's Controversial, Questionable and Ironically DEI Cabinet Picks",2024-11-21,Negative
pyflexad added to PyPI,2024-11-21,Neutral
U.S. automakers plan to acquire Trump's nod to sell EVs: NYT,2024-11-21,Neutral
"Cruise fesses up, Pony AI raises its IPO ambitions, and the TuSimple drama dials back up | TechCrunch",2024-11-21,Neutral
Tesla won the plug war. Enter the age of the EV charging adapter,2024-11-22,Neutral
The EV Buyers’ Guide to an Uncertain Future,2024-11-22,Negative
An EV battery maker that raised $15 billion from investors including Goldman Sachs filed for bankruptcy protection after almost running out of cash,2024-11-22,Neutral
Elon Musk’s new DOGE plans are actually old ideas about mass deregulation,2024-11-22,Neutral
"Tesla has the highest rate of fatal accidents among all car brands, report shows",2024-11-22,Positive
"Teslas Are Involved in More Fatal Accidents Than Any Other Brand, Study Finds",2024-11-22,Negative
Elon Musk's Neuralink is hiring technicians to ramp up manufacturing,2024-11-22,Neutral
"On Facebook, Elon Musk is an invention superhero. But much of it is made-up and features AI images",2024-11-22,Neutral
Northvolt’s Ex-Tesla CEO Quits In EV Battery Bankruptcy Fallout,2024-11-22,Negative
"No, Elon Musk Didn't Say 'I Just Officially Bought Amazon'",2024-11-22,Neutral
An unsettling day in driverless taxi taking over California...,2024-11-22,Negative
Cybertruck Owners Can Spend $75 To Add A Fancy Projection Light To Their Truck’s Doors,2024-11-22,Neutral
Everything you need to know about Google's retail locations,2024-11-22,Neutral
Tesla using components from Malaysian suppliers,2024-11-22,Neutral
3 Nvidia customers have each spent $10 billion on chips this year,2024-11-22,Neutral
Altimeter Capital Says Tesla FSD 13 Is as Safe as Waymo and Unsupervised Tesla Robotaxi in 2025,2024-11-22,Neutral
A deadly crash in Toronto raises questions about the dangers when things go wrong for EVs,2024-11-22,Negative
Tesla Accessories 50% off Site Wide @ Energic,2024-11-22,Neutral
US Army taps Raytheon to replace fuel lines with beamed power,2024-11-22,Neutral
Dogecoin Jumps on Fresh X Payments Speculations After Elon Musk Tweet,2024-11-22,Neutral
US judge rejects SEC bid to sanction Elon Musk,2024-11-22,Neutral
Jaguar’s Abrupt Rebrand Inspires Other Companies To ‘Redesign’ Their Logos Too,2024-11-22,Neutral
Tesla converts Shell gas station into Supercharger and it looks awesome,2024-11-22,Neutral
Elon Musk claims Jeff Bezos told people to sell Tesla stock ahead of U.S. election,2024-11-22,Neutral
Jeep launches Wagoneer S EV lease prices starting at just $599 per month,2024-11-22,Neutral
Tesla owners in Malaysia can finally use the Autopark feature,2024-11-22,Neutral
Virginia Green Lights $1.4 Billion Battery Plant,2024-11-22,Neutral
"Elon Musk And Jeff Bezos Are Fighting Again, But Now Musk Has The Upper Hand",2024-11-22,Neutral
Hyundai’s New CEO Says It’s Sticking With EVs Under Trump–But May Boost Hybrids,2024-11-22,Neutral
"Jeff Bezos, Elon Musk feud over Trump election prediction: ‘100% not true’",2024-11-22,Neutral
"Tesla, Druids, Salt Typhoon, North Korea, Amazon, Microsoft, Google, Joshua Marpet... - SWN #433",2024-11-22,Neutral
Dogecoin: A Joke No More? The Rise Of A $58 Billion Crypto Phenomenon,2024-11-22,Neutral
"New Gmail, Outlook, Apple Mail, Yahoo Warning—Do Not Open These Black Friday Emails",2024-11-22,Neutral
"Anker’s full Black Friday sale takes $4,434 off power stations, Heybike Mars 2.0 e-bike $600 off, Worx, EGO Power+, Segway, more",2024-11-22,Neutral
Will Elon Musk’s DOGE Hit Aviation?,2024-11-22,Neutral
Western leaders on their guard with China ahead of Trump return,2024-11-22,Positive
"Dow Jones Soars, Nvidia Dives On 'Whisper' Numbers; Google Falls As Amazon Doubles Down On AI (Live Coverage)",2024-11-22,Neutral
Dr. Jack Kruse warns about the dangers of BLUE LIGHT EXPOSURE in interview with Mike Adams,2024-11-22,Negative
Trump's new Attorney General pick: A corporate lobbyist who did Wall Street's bidding,2024-11-22,Neutral
Western Leaders On Their Guard With China Ahead Of Trump Return,2024-11-22,Positive
"Northvolt CEO steps down, says group needs up to $1.2 billion",2024-11-22,Neutral
Trump is pushing his own running mate aside for Elon Musk,2024-11-22,Neutral
The Ethics of Bitcoin,2024-11-22,Neutral
"EVs and their ‘innate feeling of luxury’ will create a ‘new type of premium,’ says Kia’s top designer",2024-11-22,Neutral
"Love him or loathe him, Elon Musk is a champion of efficiency and could save the US government a fortune",2024-11-22,Positive
IBD 50 Bitcoin Play Tops Buy Zone As Trump Favors Crypto,2024-11-22,Neutral
Big auto learned its lesson? It’s begging Trump not to blow up emissions rules,2024-11-22,Positive
"Tesla CEO Elon Musk makes shock claim about Jeff Bezos, reigniting rivalry",2024-11-21,Negative
"Demand for Nvidia products isn't letting up, Jim Cramer says",2024-11-21,Neutral
"Morning Bid: Resilience is the name of the game, Japan CPI eyed",2024-11-21,Neutral
"Northvolt CEO steps down, saying group needs up to $1.2 billion",2024-11-22,Neutral
Genesis wants a bigger slice of the US luxury market with new EVs en route,2024-11-22,Neutral
Dogecoin Has Soared by 324% In 2024. Is It a Better Buy than Bitcoin?,2024-11-22,Positive
American Automakers Are Rallying Against Donald Trump’s EV Cuts,2024-11-22,Positive
The ethics of Bitcoin,2024-11-22,Neutral
"Kim Kardashian's latest photoshoot with a Tesla bot sparks outrage. Not because it's spicy, but because Elon will probably call it ""AI synergy"" [Facepalm]",2024-11-21,Neutral
"Elon Musk’s former Bel-Air home’s price cut by $3M, faces foreclosure",2024-11-22,Neutral
Kia Unveils Its Most Powerful Three-Row SUV Ever with the EV9 GT,2024-11-22,Positive
"In Its New ‘Copy Nothing’ Campaign, Jaguar Copies Bud Light",2024-11-22,Neutral
BYD chases Ford and Toyota with its latest EV plant set to open in Cambodia,2024-11-21,Neutral
"Tesla CEO Elon Musk's Proximity To Trump Will Benefit EV Industry, Says Incoming Hyundai CEO As He Shrugs Off Potential Tariff Threats",2024-11-22,Positive
Trump's New Attorney General Pick: A Corporate Lobbyist Who Did Wall Street's Bidding,2024-11-22,Neutral
Three mystery whales have each spent $10 billion-plus on Nvidia’s AI chips so far this year,2024-11-22,Neutral
"Sam Altman has an idea to get AI to ‘love humanity,’ use it to poll billions of people about their value systems",2024-11-22,Neutral
Analysis: Tesla Leads Market in Fatal Accidents,2024-11-22,Neutral
"After Matt Gaetz Bows Out For AG Role, Donald Trump Nominates Blind Loyalist Pam Bondi",2024-11-22,Neutral
Marjorie Taylor Greene to work with Musk's new government efficiency panel,2024-11-21,Neutral
Startups that rely on Chinese manufacturers are bracing for Trump's impact,2024-11-22,Neutral
"Florida man accused of posing as Elon Musk, defrauding elderly woman of $250K after promising $55M return",2024-11-22,Negative
"Tesla Has Highest Rate of Deadly Accidents Among Car Brands, Study Finds",2024-11-22,Positive
Why Elon Musk hates Starmer’s Britain,2024-11-21,Neutral
Germany's Merkel laments influence of big business on Trump,2024-11-22,Neutral
Several of Trump's cabinet picks — and Trump himself — have been accused of sexual misconduct,2024-11-21,Negative
Dogecoin Barks Again After Fresh Elon Musk Speculation,2024-11-22,Neutral
"This Week in Security: Footguns, Bing Worms, and Gogs",2024-11-22,Neutral
Musk Fuels Conspiracy Theory Linking Ellen DeGeneres To Diddy After US Departure,2024-11-22,Neutral
